,Job ID,Title,Company,Location,Date,Description,Link
2591,2592,"Backend Developer Java, Python, Nodejs",Ngân Hàng Thương Mại Cổ Phần An Bình - Chi Nhánh Tp. Hồ Chí Minh,Hà Nội,04/07/2024,"Mô tả công việc: (Mức lương: 34 - 50 triệu VNĐ)Lập trình, phát triển các hệ thống, ứng dụng của Ngân hàng.Tự phát triển hoặc phối hợp cùng các nhà cung cấp phát triển/ triển khai các giải pháp CNTT.Hỗ trợ trong quá trình kiểm thử (UAT, Performance test, Pen test), thực hiện sửa lỗi (nếu phát sinh).Phân tích và xử lý sự cố theo phân công. Đánh giá rủi ro của các phần mềm quan trọng, đề xuất bổ sung các biện pháp kiểm soát để giảm thiểu rủi ro.Viết tài liệu kỹ thuật, đóng góp xây dựng lộ trình, kế hoạch phát triển và cải tiến các giải pháp phần mềm.Nghiên cứu, thử nghiệm, triển khai áp dụng các xu hướng công nghệ mới vào việc phát triển: GraphQL, Docker Container (K8s), CICD, EventSourcing, CQRS, NoSQL ...Chức vụ: Nhân viên/Chuyên viênHình thức làm việc: Toàn thời gianQuyền lợi được hưởng:Lương và phúc lợi hấp dẫn:Mức lương cạnh tranh, phản ánh trực tiếp kỹ năng và kinh nghiệm của ứng viên (chi tiết sẽ được thảo luận trong buổi phỏng vấn)13 ngày nghỉ phép linh hoạt, bao gồm ngày sinh nhật và các dịp quan trọng khácBảo hiểm đầy đủ theo luật lao động, cùng với ABBANK CARE - chương trình phúc lợi bổ sung đặc biệt dành cho ABBankersLãi suất vay ưu đãi - Quyền lợi đặc biệt dành cho nhân viên ABBANKCơ hội phát triển nghề nghiệp hấp dẫn:Gia nhập các dự án chuyển đổi quy mô lớn, cộng tác cùng các chuyên gia hàng đầu để áp dụng công nghệ mới nhất trong ngành ngân hàngLộ trình phát triển sự nghiệp rõ ràng, được tạo điều kiện cho cả sự phát triển kỹ thuật và quản lýHỗ trợ đào tạo và chứng chỉ trong lĩnh vực IT, ngân hàng/tài chínhMôi trường làm việc năng động:Mô hình làm việc linh hoạt, trẻ trung, khuyến khích đổi mới và sáng tạoVăn phòng được trang bị hiện đại, kèm theo các thiết bị tiên tiến nhất dành cho nhân viênTổ chức thường xuyên các hoạt động ngoại khóa (team building, hội thảo, và các sự kiện văn nghệ), tạo điều kiện cho nhân viên gắn kết và phát triểnYêu cầu bằng cấp (tối thiểu): Đại HọcYêu cầu công việc:Ít nhất 07 năm(Chuyên gia)/05năm (Chuyên viên cao cấp)kinh nghiệm ở vị tríPhát triển ứng dụng ngân hàng.Tốt nghiệp Đại học trở lên chuyên ngành về Khoa học máy tính, Công nghệ thông tin, Toán Tin hoặc các chuyên ngành liên quan.Thành thạo về Java core Back-End, Python, NodeJS, xử lý tốt Multithread (Xử lý tối thiểu 1000-2000 giao dịch cùng lúc), Multi-processing, cơ chế Hash table, cơ chế xử lý file.Có kinh nghiệm về PL/SQL, thành thạo việc thiết kế CSDL trên DB Oracle, MS SQL, PostgreSQL, NoSQL, and MongoDB …Kinh nghiệm xây dựng hệ thống micro-services có lượng giao dịch lớn. Có hiểu biết vẽ MQ, Cache...Kinh nghiệm xây dựng các ứng dụng trên nền tảng cloud.Kinh nghiệm với các công nghệ sau: Git, CI/CD, K8s, Docker, Linux.Có kiến thức về quy trình triển khai và phát triển phần mềm Waterfall/Agile.Có khả năng nghiên cứu công nghệ mới, học tập nhanh.Yêu cầu giới tính: Nam/NữNgành nghề: Backend,CNTT - Phần Mềm,Python",https://www.jobstreet.vn/vi%E1%BB%87c/Backend-Developer-Java-238c5d58d87564e7546bf49d5bcd93f5?abstract_type=original&fsv=true&sl=&sol_key=96354e69602c67ca8c7a33144a8aee92&sol_srt=0c559694-f891-40cf-9f92-0ef7292fed83&sp=serp&sponsored=false&sq=software+engineer&sr=141&tk=zZD6xf4J940kUmLs5K_F-vh8MtTkvbfuIzLRJJV2G&trigger_source=serp
2592,2593,Backend Developer,DISION Tech,Hồ Chí Minh,26/06/2024,"Location: Thu Duc City (District 2)Join DISION Tech LLC and empower our applications through robust backend solutions as part of our international team. Utilize advanced backend technologies and collaborate on global scale projects.Key Responsibilities:Develop backend components, gateways, and APIs using Golang and Python.Ensure seamless API integration and functionality across multiple devices.Work collaboratively with international teams to deliver high-quality solutions.Required Skills and Qualifications:Proficiency in Golang and Python.Experience with SQL and NoSQL databases like MongoDB, Postgres, and Redis.Solid understanding of microservices architecture and RESTful APIs.Ability to communicate effectively in English and collaborate in multinational environments.Technologies You Will Work With:Core Languages: Golang (primary), PythonFrameworks: Fiber, Echo, Flask, DjangoDatabases: MongoDB, Postgres, RedisArchitecture: MicroservicesAPIs: JSON/REST, JSON-RPC, JSON:API, gRPCAuthentication: JWT, Auth0Version Control: Git, GiteaTools: Visual Studio Code, Docker, AnsibleWhy Join DISION Tech LLC?Advanced Technology: Engage with cutting-edge technologies in an international team.Dynamic Projects: Work on impactful cybersecurity projects alongside a diverse team.Career Growth: Opportunities for mentorship with senior leadership and ongoing professional development.Competitive Compensation: Enjoy a competitive salary, bonuses, and a 13th-month salary.Generous Leave Policy: Enjoy over 14 days of annual leave to relax and recharge.Collaborative Environment: Onsite work that encourages strong teamwork and is ideal for career starters.Great Perks: Benefit from generous leave, flexible hours, free parking, and on-site amenities.Flexible Working Hours: Tailor your work schedule with flexible start (8 - 10 am) and end times (5 - 7 pm) from Monday to Friday.Team Building: Participate in annual team-building activities to strengthen team cohesion.Comprehensive Insurance: Benefit from social insurance, health insurance, and unemployment insurance as part of your official labor contract.Convenient Amenities: Free parking and on-site food and coffee facilities are available to enhance your workday.",https://www.jobstreet.vn/vi%E1%BB%87c/Backend-Developer-af4fe74fe3857e8def5d480f90f5cfcd?abstract_type=original&fsv=true&sl=&sol_key=f32b53fd7a7f0c9e30cca5941f47f62e&sol_srt=0c559694-f891-40cf-9f92-0ef7292fed83&sp=serp&sponsored=false&sq=software+engineer&sr=142&tk=zZD6xf4J940kUmLs5K_F-vh8MtTkvbfuIzLRJJV2G&trigger_source=serp
2593,2594,"Backend Developer (NodeJs, JavaScript and ExpressJs)",ITviec,Hồ Chí Minh,06/07/2024,"Top 3 reasons to join usFlexible work environmentInnovative productGrowth opportunitiesJob descriptionCompany DescriptionWelcome to PAVE, an AI-first automotive intelligence solution that brings the latest computer vision research and machine learning techniques to visual assessment. Our intelligent platform enables consumers and dealers to complete a guided vehicle inspection that generates a comprehensive condition report in just minutes. Headquartered in Toronto, our team brings deep expertise from the automotive and technology industries. Role DescriptionTake primary responsibility for all PAVE Node.js services and transform existing deprecated services or functions to Node.js. Collaborate with other engineers for related services.Monitor and operate needed upgrades on frameworks and modules. Write, review, and maintain code in compliance with coding quality and security standards.Write tests and contribute to reliability frameworks such as Mocha, Chai, Jest, and find automation opportunities.Research and implement advanced technologies primarily using the Express / NestJs framework and related modules/frameworks to achieve business requirements: Microservices, event-driven architecture, asynchronous programming, big data applications, and parallel processing applications.Understand and implement caching techniques using Redis.Understand NoSQL database design principles such as document management, sharding, and collections.Design flexible schemas and optimize for different read/write requirements.Self-train on new knowledge regarding the product roadmap or project requirements.Have knowledge in at least one more of the following programming languages: Python, PHP, or Golang is a big plus.Ensure the scalability and performance of Node.js applications, optimizing for both speed and efficiency.Work with containerization technologies such as Docker and orchestration tools like Kubernetes.Implement and manage continuous integration and continuous deployment (CI/CD) pipelines.Coach junior members and provide guidance to ensure best practices in coding and architecture.Collaborate with front-end developers to integrate user-facing elements with server-side logic.Develop and maintain RESTful APIs endpoints.Ensure secure coding practices and compliance with security standards.Participate in code reviews and provide constructive feedback to peers.Engage in Agile/Scrum practices and participate in sprint planning, retrospectives, and daily stand-ups.Your skills and experienceExperience:Proven experience as a backend developer with a strong focus on Node.js.Experience in transforming and migrating services from other technologies to Node.js is a plus.Technical Skills:Proficient in JavaScript and TypeScript.Deep understanding of Node.js and its core principles.Strong knowledge of Express.js and related frameworks.Experience with GraphQL.Familiarity with asynchronous programming and event-driven architectures.Experience with containerization technologies such as Docker.Knowledge of orchestration tools like Kubernetes.Testing and Debugging:Experience with testing frameworks like Mocha, Chai, Jest.Strong debugging skills and ability to troubleshoot performance and scalability issues.Performance Optimization:Experience in optimizing backend performance for speed and efficiency.Understanding of best practices for scaling Node.js applications.Security:Ensure secure coding practices and compliance with security standards.Knowledge of common security vulnerabilities and how to mitigate them.Version Control:Proficiency with Git and version control systems.Continuous Integration/Continuous Deployment (CI/CD):Experience in setting up and managing CI/CD pipelines.Additional Programming Languages:Knowledge in at least one more of the following programming languages: Python, PHP, or Golang is a big plus.Soft Skills:Strong problem-solving skills and attention to detail.Excellent communication and teamwork skills.Ability to coach and mentor junior members of the team.Self-motivated with a strong ability to learn and adapt to new technologies and methodologies.Education:Bachelor’s degree in Computer Science, Information Technology, or a related field, or equivalent practical experience.Additional Skills (nice to have):Experience with big data applications and parallel processing applications.Familiarity with microservices architecture.Experience with event-driven architecture and tools like Kafka or RabbitMQ.Knowledge of DevOps practices and infrastructure management.Familiarity with serverless computing and cloud platforms like AWS, Azure, or Google Cloud.Why you'll love working hereBuilding a culture. Grow together. Culture-add, not Culture-fitOngoing Learning. Leadership Development.Remote Work & Flexibility: Results matter more than when or whereThere's no inner circle, we share information, knowledge, ideas… radically transparent helps us all think like founders, and stay focused on solving for our customers.Everyone's empowered to work autonomouslyTeam spirit like entrepreneurial spiritThe opportunities to collaborate with diverse teams across various departments and officesHealthy snack options and workspaces, fitness reimbursement, nutrition consultations, and workshops on mindfulness, stress management, and more.",https://www.jobstreet.vn/vi%E1%BB%87c/Backend-Developer-42e3741588832b4d587caae18e165cd2?abstract_type=original&fsv=true&sl=&sol_key=540a77f31bf71fa72b7e06a27e1a0ca2&sol_srt=0c559694-f891-40cf-9f92-0ef7292fed83&sp=serp&sponsored=false&sq=software+engineer&sr=143&tk=zZD6xf4J940kUmLs5K_F-vh8MtTkvbfuIzLRJJV2G&trigger_source=serp
2594,2595,Backend Developer (Java) - Relocate to Bangkok,Flex Talent Network,Hồ Chí Minh,06/07/2024,"About Our Client Welcome to Our Client! Based in Bangkok, we are an innovative IT solutions provider dedicated to enhancing business operations through tailored strategies, cutting-edge cloud services, and user-centric designs.  𝐓𝐡𝐢𝐬 𝐩𝐨𝐬𝐢𝐭𝐢𝐨𝐧 𝐫𝐞𝐪𝐮𝐢𝐫𝐞𝐬 𝐫𝐞𝐥𝐨𝐜𝐚𝐭𝐢𝐨𝐧 𝐭𝐨 Bangkok. 𝐀𝐭𝐭𝐫𝐚𝐜𝐭𝐢𝐯𝐞 𝐬𝐚𝐥𝐚𝐫𝐲 𝐚𝐧𝐝 𝐚 𝐫𝐞𝐥𝐨𝐜𝐚𝐭𝐢𝐨𝐧 𝐩𝐚𝐜𝐤𝐚𝐠𝐞 𝐩𝐫𝐨𝐯𝐢𝐝𝐞𝐝. Responsibilities: As a Backend Developer, you will be involved in the planning, development, and maintenance of the web & mobile app supporting our products and services in the entertainment industry, with the chance to make leading enterprise products for massive users. Working directly with team members.Researching new technology and applying it to the product.Supporting team members to complete their work.Other tasks assigned by the Line Manager. Requirements: Education: College/University, majoring in software engineering.At least 5 years of experience in programming Java, Node.js, Python, Golang, etc.Experience in software design, architecture, and system analysis.Experience working with web services, APIs, gRPC, GraphQL.Knowledge of databases.Successfully using Git, Jira, etc.Knowledge of object-oriented programming.Good at JavaScript, SQL, HTML, CSS, AngularJS, ReactJS (a big bonus).Good at RabbitMQ, Kafka, Redis PubSub.Good at MySQL, MongoDB, Redis.Microservice architecture, AWS, Docker. What We Offer: A competitive salary package that fits your skills, experiences, and contributions.Supporting staff with accommodation, meals, and working visa.Holiday and New Year bonus.Provision of necessary working equipment (MacBook/iPhone).A professional, dynamic, and inclusive working environment.Expense support for employees to visit home: twice a year.",https://www.jobstreet.vn/vi%E1%BB%87c/Backend-Developer-2d843171d7197f5e8623b9bd817e5c24?abstract_type=original&fsv=true&sl=&sol_key=e0b91976f31db5cf5a2aeecc40e8cc7e&sol_srt=0c559694-f891-40cf-9f92-0ef7292fed83&sp=serp&sponsored=false&sq=software+engineer&sr=144&tk=zZD6xf4J940kUmLs5K_F-vh8MtTkvbfuIzLRJJV2G&trigger_source=serp
2595,2596,Fullstack Developer,Công Ty Cổ Phần Công Nghệ Vinorsoft,Hồ Chí Minh,05/07/2024,"Mô tả công việc: (Mức lương: Thỏa thuận)Đọc và sử dụng tài liệu của dự án: URD, SRS...;Phân tích và làm rõ các yêu cầu, lựa chọn công nghệ, mô hình, giải pháp;Tham gia vào toàn bộ vòng đời của ứng dụng, tập trung coding và debug các dự án trên cho nền tảng app, web và hệ thống;Xây dựng giao diện dựa trên tài liệu thiết kế Figma;Viết API kết nối giữa các hệ thống phục vụ trao đổi dữ liệu với web, mobile;Xây dựng code có thể sử dụng lại và các thư viện để thuận tiện cho việc sử dụng trong tương lai;Thu thập và xử lí các yêu cầu thiết kế và kĩ thuật;Tham gia vào quá trình phân tích và thiết kế hệ thống;Nghiên cứu và áp dụng các công nghệ mới để tối ưu hóa hiệu quả phát triển sản phẩm;Đảm bảo sản phẩm làm ra cần phải chạy đúng nghiệp vụ và tốc độ xử lý cũng phải tối ưu cho lượng người dùng lớn;Triển khai sản phẩm lên các môi trường thử nghiệm, phát triển và thực tế;Đào tạo và hướng dẫn các nhân viên tập sự FE/BE;Thực hiện các công việc khác theo yêu cầu của trưởng bộ phận, Ban Giám đốc liên quan đến công việc của bộ phận.Chức vụ: Nhân viên/Chuyên viênHình thức làm việc: Toàn thời gianQuyền lợi được hưởng:Tham gia bảo hiểm xã hội khi chính thứcChế độ lương thỏa thuận hấp dẫn theo năng lựcĐược tham gia các dự án lớnChế độ thưởng theo qui định của công tyCác chế độ nghỉ phép theo qui định luật lao độngYêu cầu bằng cấp (tối thiểu): Trung cấp - NghềYêu cầu công việc:Tốt nghiệp chuyên ngành CNTT hoặc tương đương hoặc tự học và đã tham gia phát triển phần mềmÍt nhất 05 năm kinh nghiệm phát triển dự án Ứng dụng Java Full Lifecycle đối với senior.Ít nhất 02 năm kinh nghiệm phát triển dự án Ứng dụng Java đối với junior.Sử dụng thành thạo HTML, CSS, ReactJs, JS, TS, GIT.Nắm chắc về Java Core, Java Server side, Spring framework (Core, Cloud, Boot, Web, Data, AOP, Transaction Management), Persistence tools và ORM (Hibernate, Mybatis, Querydsl, Spring JDBC template);Nắm chắc về các mô hình xử lý sự kiện, lập trình song song, đa luồng , Socket, Web Service, RESTful API, Microservices;Giỏi về thuật toán là một điểm cộng lớn;Thành thạo CSDL quan hệ và quen thuộc với NoSQL;Kỹ năng hội họp, trao đổi thông tin;Kỹ năng giao tiếp và làm việc nhóm tốt, có khả năng thuyết trình.Yêu cầu giới tính: Nam/NữNgành nghề: CNTT - Phần Mềm,Frontend (HTML/CSS),Full-stack",https://www.jobstreet.vn/vi%E1%BB%87c/Fullstack-Developer-738cd1700dcb65d8243ba2fe84e9fe44?abstract_type=original&fsv=true&sl=&sol_key=a60c4ae5af1563e4a2b221c5c0596efd&sol_srt=0c559694-f891-40cf-9f92-0ef7292fed83&sp=serp&sponsored=false&sq=software+engineer&sr=145&tk=zZD6xf4J940kUmLs5K_F-vh8MtTkvbfuIzLRJJV2G&trigger_source=serp
2596,2597,Sr. SW Engineer,Kofax,Hà Nội,01/07/2024,"Management and staff in Tungsten Automation's Software Engineering job family help the company to build and improve new and/or existing software products and their applications that we sell to our customers.  The position of Sr. Software Engineer requires that appointees are capable of making independent technical decisions on assigned work.Sr. Software Engineers should be capable of independently performing most, if not all, of the following tasks:Contributing to product ideas and innovationEvaluating product roadmaps (working with Product Management, among other internal partners) to determine design and programming development requirements to meet customer needs (includes evaluating existing products and applications to enhance these and/or designing new products and applications)Conducting research, where appropriate and needed, to solve specific design problemsCreating product and/or applications’ architecture and design documentation to specify engineering development requirementsWriting/developing code for new, existing or enhanced software products and applicationsWorking with various internal partners (such as Quality Assurance) to test new or enhanced products and their applicationsParticipating in cross-functional build/configuration activities to ensure overall effective and efficient new or enhanced engineering designContributing to downstream business activities such as technical publications and other technical communications’ tool development to ensure streamlined and effective end-user use of Tungsten Automation's software products and their applicationsEnsuring new or updated releases are completed on-time, on-target, on-budget and without compromise to qualitySupporting other internal and external partners/stakeholders/customers, as and when appropriate, in responding to technical inquiriesStaying abreast of industry and field developments; remaining current in the latest technologies and functionalities, as well as ever-evolving needs of customers and their customersWhile the job description describes what is anticipated as the requirements of the position, the job requirements are subject to change based upon any changing needs and requirements of the business.",https://www.jobstreet.vn/vi%E1%BB%87c/Sr-SW-Engineer-c549406d7a96b63cced138614451f42f?abstract_type=original&fsv=true&sl=&sol_key=98dad8b4b7159ae13229276c21a489a0&sol_srt=0c559694-f891-40cf-9f92-0ef7292fed83&sp=serp&sponsored=false&sq=software+engineer&sr=146&tk=zZD6xf4J940kUmLs5K_F-vh8MtTkvbfuIzLRJJV2G&trigger_source=serp
2597,2598,Software Engineer (Elasticsearch OR SQL Server),ITviec,Hồ Chí Minh,14/06/2024,"Top 3 reasons to join usAttractive Salary and BenefitsAmazing ClientsProduct driven companyJob descriptionYou will have the opportunity to focus on the aspects of the job that you enjoy the most. Especially:Take ownership of projects, driving knowledge expansion and skill enhancement in data management.Develop robust, scalable, and high-performance data architectures for new features.Work closely with cross-functional teams to integrate solutions and gather feedback.Manage productivity, time, and communication effectively to deliver well-tested, complete features/modules under tight deadlines.As an Elasticsearch software engineer you will:Ensure our Elasticsearch clusters are optimally designed and configuredFollow and implement Elasticsearch best practicesContinuously optimize and tune the querying and indexing performanceAs an SQL Server software engineer you will:Leverage your knowledge of MS SQL Server to optimize our application performance by intervening on: The data schemaIndexesQueriesUpstream codeBenchmark your solutions, design performance metrics and analyze problems occurring on production systems.Your skills and experienceAt least 3 years practical experience.Excellent problem-solving skills and rational thinking.Strong programming fundamentals, including experience with one or more programming languages. Bachelor’s Degree in Computer Science,  Information Technology, or a related field.Proficiency in English, both verbal and written.Strong self-discipline and the ability to work under tight deadlines.For SQL Server candidates:Proficiency with SQL, MS SQL.Good understanding of database design and management.For Elasticsearch candidates:Experience working with large indexes (e.g. >50 millions documents or 250 GB) and sharding.Knowledge of Index design and architecture.Why you'll love working hereYou would love to work and find those values with us:Distributed decision making: We encourage each employee to directly weigh in on our priorities.Transparency: We value transparency, openness and accountability, whether it is with our customers or internally. Meritocracy: Employee's recognition and advancement is based fairly on their individual and collective achievements.Deep work: We do everything we can to let you focus deeply on your work.Our benefits include:Attractive salary package100% Gross Salary in the probation period.13th-month salary. 18 days of annual leaves (cashback allowed if not used)4 days for an oversea company trip.Multiple allowances (Lunch, Gym, Parking, Birthday/Tet/Wedding voucher... ).Full social, healthy, and unemployment insurance.Premium healthcare insurance for you and coverage for 1 extra family member.Monthly team-building activities (Bowling, Go-Kart, Candle Handmade workshop....)  and special celebrations on Autumn Festival, Halloween, Christmas, Tet, …Monthly happy lunch and daily happy hours with free snacks, soft drinks, fruit, and coffee.Sports activities (PlayStation 5, Badminton, Football,...)",https://www.jobstreet.vn/vi%E1%BB%87c/Software-Engineer-5647270b3a2f8c92cd6fa131ba9f10ab?abstract_type=original&fsv=true&sl=&sol_key=b34ec44f6053eabd37ca5f4dd76a3620&sol_srt=0c559694-f891-40cf-9f92-0ef7292fed83&sp=serp&sponsored=false&sq=software+engineer&sr=147&tk=zZD6xf4J940kUmLs5K_F-vh8MtTkvbfuIzLRJJV2G&trigger_source=serp
2598,2599,Java Developer,CÔNG TY CỔ PHẦN NTT E-MOI,Hà Nội,06/07/2024,"Mô tả công việc: (Mức lương: 10 - 15 triệu VNĐ)- Participate in projects: SmartEdu and WMS (L-series) of R&D team.- Carry out tasks as arranged by TechLead- Learning to intergrate with the team.Chức vụ: Nhân viên/Chuyên viênHình thức làm việc: Toàn thời gianQuyền lợi được hưởng:Global workingenvironment, Flexible workingtime (check in from 7AM-9AM)13 monthsalary & performance bonus; review performance once a year.Annual leave:16 days per year.Full Insurances followed Vietnamese Labor Law.Annual healthcheck, Company HealthcareWorking equipmentprovided by the Company.Allowance: Certificate, Language, Lunch, Transportation, Teambuilding.Bonuses, Giftsfor Holidays, Birthdayparty, Company trip.Employee engagement activities.Various TrainingProgram and Interesting Team Building Activities.Yêu cầu bằng cấp (tối thiểu): Đại HọcYêu cầu công việc:Bachelor's degree in Information Technology, Computer Science, or related fields.From 1 - 2 years of experience working with Java and related technologies.Experience with J2EE, JavaScript, HTML.Requires basic understanding Java syntax, collections, and multithreading; know how to manage interfaces, classes, and objects; know basic OOP principles.Have a basic knowledge of JavaScript and HTML5/CSS3.Eager to learn and desire to develop yourself.Good working attitude and teamwork. Have the ability to follow instructions set by Senior software developers;The ability to self-study, think logically and grasp problems quickly is an advantage.Understanding the software development process (Waterfall, Agile) and having experience developing software for the Japanese market is an advantage.Experience in developing functions based on vague requirements is an advantage.Knowledge of Interface/API is a big advantage.Yêu cầu giới tính: Nam/NữNgành nghề: CNTT - Phần Mềm,Java,Javascript",https://www.jobstreet.vn/vi%E1%BB%87c/Java-Developer-9ecd9827df28614be9df252ca25ae51c?abstract_type=original&fsv=true&sl=&sol_key=aa0bc68b54e69e6ff5ed614ea11e0ff9&sol_srt=0c559694-f891-40cf-9f92-0ef7292fed83&sp=serp&sponsored=false&sq=software+engineer&sr=148&tk=zZD6xf4J940kUmLs5K_F-vh8MtTkvbfuIzLRJJV2G&trigger_source=serp
2599,2600,"Machine Learning Engineer - Junior (Python, AWS)",ITviec,Hồ Chí Minh,29/06/2024,"Top 3 reasons to join usSafe place to work (#stability)Global but still local (#wecare)Your opinions count (#beinvolved)Job descriptionAre you ready to transform data into information? Would you like to be a part of our team developing next gen products and cutting-edge machine learning algorithms? If you feel up for that challenge, apply for this great opportunity today. Your Tasks:Developing applications from prototyping to go-liveApplication of various ML methods (e.g. logistic regression, random forest/XGBoost, deep learning)Usage of structured and unstructured dataCommunication with departments and project participants at various levels of detailYour skills and experienceJob Qualification:2+ years of professional experience in the application of ML methodsGood knowledge of the fundamentals and state of the art in machine learningHands-on experience with:o Python and common data science libraries (NumPy, Pandas, Matplotlib, scikit-learn, etc.).o Deep Learning Frameworkso Cloud (AWS preferred)Fluency in EnglishDesirable:Experience with professional software development (CI/CD, clean code, etc.).Hands-on experience with:o PyTorcho Computer Vision and common Python libraries (OpenCV, etc.)o NLP and common Python libraries (spaCy, etc.)Why you'll love working hereAllowance: 991,700VND monthly.Private health insurance, including packages for family members (maximum 02) after probation period (PIT will be calculated).Annual personal review meetingFull-payment for Social Insurance package based on your official salaryFull 13th salary15 vacation days + 10 sick leavesSpecial Home Office policyCompany tripGifts on the special events.Monthly team bonding.Working tools such as laptop, 2 screens, mouse, keyboard.Ergonomic chair & lift table.Free lunch at office.",https://www.jobstreet.vn/vi%E1%BB%87c/Machine-Learning-Engineer-00b975fa6b59f20ed5772d7de98eac17?abstract_type=original&fsv=true&sl=&sol_key=6b3e254b59d0087a4f89ce7e9dd28208&sol_srt=0c559694-f891-40cf-9f92-0ef7292fed83&sp=serp&sponsored=false&sq=software+engineer&sr=149&tk=zZD6xf4J940kUmLs5K_F-vh8MtTkvbfuIzLRJJV2G&trigger_source=serp
2600,2601,Software Engineer,WorldQuant,Hồ Chí Minh,07/07/2024,"WorldQuant develops and deploys systematic financial strategies across a broad range of asset classes and global markets. We seek to produce high-quality predictive signals (alphas) through our proprietary research platform to employ financial strategies focused on market inefficiencies. Our teams work collaboratively to drive the production of alphas and financial strategies – the foundation of a balanced, global investment platform.WorldQuant is built on a culture that pairs academic sensibility with accountability for results. Employees are encouraged to think openly about problems, balancing intellectualism and practicality. Excellent ideas come from anyone, anywhere. Employees are encouraged to challenge conventional thinking and possess an attitude of continuous improvement.Our goal is to hire the best and the brightest. We value intellectual horsepower first and foremost, and people who demonstrate an outstanding talent. There is no roadmap to future success, so we need people who can help us build it.Technologists at WorldQuant research, design, code, test and deploy projects while working collaboratively with researchers and portfolio managers. Our environment is relaxed yet intellectually driven. We seek people who think in code and are motivated by being around like-minded people.The Role: We operate systems that interact with WorldQuant's Alpha production system, and provide integrity check along the whole Alpha data pipeline. Working with us you will develop and maintain software with a range of different technologies including Linux system, high performance grid computing, container and orchestration, databases and message brokers. You will have chance to develop software running on bare-metal and containerized computing environment to process and visualize large amount of data sources.Develop WorldQuant's production system focusing on Data Integrity, support end-user's request, investigate and troubleshoot issues, response to incidents.Facilitate effective quantitative analysis and research, develop utility tools that can further automate the software development, testing and deployment workflowIntegrate best-of-breed tools and technologies such as MySQL, PostgreSQL, Redis, Kafka, Hadoop, Spark, Docker, Kubernetes.Communicate and collaborate effectively across teams to understand users' business and requirements.What You’ll Bring:2+ years of professional development experience with Python.Passion about pragmatic software engineering, well-written code, accessibility and maintainability.Hands-on experience with Linux environment and Git. Knowledge on CI/CD, Gitlab CI is a plusExperience using relational databases such as MySQL, PostgreSQL. Knowledge on message queues, time-series databases, query engines e.g. Redis, RabittMQ, Kafka, TimescaleDB, Trino is a plus.Demonstrated experience using Python; understanding of Python idioms and limitations; working experience with numpy, pandas, pyspark, SQLAlchemy, Flask/Celery is a plusExcellent analytical skills and a passion for solving problemsStrong written and verbal communication skills; fluency in the English languageMature, thoughtful, with the ability to operate in a collaborative, team-oriented culture  ​  What We Offer:Competitive and attractive compensation package with clear career road-map – where you feel challenged everydayWe offer a strong culture of learning and development: training courses, library, speakers, share and learn eventsLearn from who sits next to you! Working in WQ you are surrounded by smart and talented peopleEmployee resources groups with strong diversity and inclusion culturePremium Health Insurance and Employee Assistance ProgramGenerous time-off policy, re-creation sabbatical leave (based on tenure), Trade Union benefits for staff and familyTeam building activities every month: Local engagement events, monthly team lunch – Employee clubs: football, ping-pong, badminton, yoga, running, PS5, movies, etc.Annual company trip and occasional global conferences – opportunity to travel and connect with our global teamsHappy-hour with tea break, snacks and meals every day in the office!#LI-VP1By submitting this application, you acknowledge and consent to terms of the WorldQuant Privacy Policy. The privacy policy offers an explanation of how and why your data will be collected, how it will be used and disclosed, how it will be retained and secured, and what legal rights are associated with that data (including the rights of access, correction, and deletion). The policy also describes legal and contractual limitations on these rights. The specific rights and obligations of individuals living and working in different areas may vary by jurisdiction.Copyright © 2024 WorldQuant, LLC. All Rights Reserved.WorldQuant is an equal opportunity employer and does not discriminate in hiring on the basis of race, color, creed, religion, sex, sexual orientation or preference, age, marital status, citizenship, national origin, disability, military status, genetic predisposition or carrier status, or any other protected characteristic as established by applicable law.",https://www.jobstreet.vn/vi%E1%BB%87c/Software-Engineer-ea1d4074c84f4f6fe8ffb15237ddad6c?abstract_type=original&fsv=true&sl=&sol_key=423f07be4f80905110b5399beb52c943&sol_srt=0c559694-f891-40cf-9f92-0ef7292fed83&sp=serp&sponsored=false&sq=software+engineer&sr=150&tk=zZD6xf4J940kUmLs5K_F-vh8MtTkvbfuIzLRJJV2G&trigger_source=serp
